timestamp	step	acc
1636724078086	0	0.5860655737704918
1636724134666	1	0.6188524590163934
1636724348394	2	0.6434426229508197
1636724405970	3	0.8319672131147541
1636724462240	4	0.8688524590163934
1636724518489	5	0.8442622950819673
1636724574928	6	0.8770491803278688
